CustomerID,Age,Gender,Income,Tenure,ProductType,SupportCalls,ChurnStatus
CUST0376,0.2352773140151371,0,0.5706668578973222,-0.8139583883554128,0,-0.7580377397904141,0
CUST2411,-0.3832018140393422,0,1.2019999689907284,-1.6121803999115756,1,-1.499205098743701,0
CUST0757,-1.620160070148301,0,0.3582159117247548,0.7824856347569129,0,1.2184085507516842,0
CUST2404,1.3347957638897672,0,-0.3815858727687057,1.5807076463130756,1,0.9713527644339218,0
CUST2266,-1.6888799732654654,1,-1.1992749795491688,-1.6121803999115756,0,0.4772411917983973,1
CUST0972,-1.2765605545624792,0,1.629230246471676,-1.2130693941334942,0,-0.0168703808371272,0
CUST1806,1.472235570124096,0,-1.1887972464380117,-1.2130693941334942,0,-0.2639261671548895,1
CUST3491,1.6783952794755892,0,-1.0925951874119948,0.7824856347569129,1,1.4654643370694465,0
CUST0457,1.128636054538274,0,1.381399204211028,-0.8139583883554128,1,-1.2521493124259386,0
CUST0594,-1.5514401670311366,1,0.0529844968781878,-0.8139583883554128,0,-1.499205098743701,0
CUST0025,0.4414370233666302,1,0.3068778589741531,-0.8139583883554128,1,1.7125201233872087,0
CUST2610,-0.2457620078050134,1,1.1712482482335924,-1.6121803999115756,0,0.7242969781161596,0
CUST0928,0.9224763451867808,1,-0.6142540167058906,-0.0157363767992499,0,-0.7580377397904141,0
CUST0945,-0.3144819109221778,1,1.0449759470267752,-0.4148473825773313,0,-1.2521493124259386,0
CUST2251,1.4035156670069315,0,0.5416188335810249,-1.6121803999115756,0,-0.0168703808371272,0
CUST1910,-0.0396022984535203,0,-1.4371110026902307,0.7824856347569129,0,1.4654643370694465,0
CUST3050,1.1973559576554385,0,-1.0565620076882594,-0.8139583883554128,0,-0.7580377397904141,0
CUST2638,-0.4519217171565066,1,1.6082179903680005,1.1815966405349942,1,-0.5109819534726517,0
CUST0958,1.2660758607726028,0,0.0529844968781878,0.3833746289788314,0,1.7125201233872087,0
CUST0167,1.2660758607726028,0,-1.2927795192105247,-1.2130693941334942,0,-0.5109819534726517,1
CUST1724,1.5409554732412605,1,-0.8510678219824495,0.3833746289788314,1,-1.2521493124259386,0
CUST2563,0.8537564420696165,0,-0.4662595858783818,-0.4148473825773313,1,-0.0168703808371272,0
CUST2658,-1.2765605545624792,0,-0.8136432901653625,-0.4148473825773313,1,-0.7580377397904141,0
CUST1371,-1.7575998763826295,1,0.8114559548691709,-0.8139583883554128,0,-1.499205098743701,0
CUST2693,0.7163166358352878,1,1.1717877521065247,1.1815966405349942,0,1.4654643370694465,0
CUST3349,-0.7955212327423286,1,-1.7489158463043664,-0.4148473825773313,1,0.230185405480635,0
CUST2356,1.472235570124096,1,-1.667053232322074,1.1815966405349942,1,-1.499205098743701,0
CUST1121,0.7163166358352878,1,0.1482069304507226,1.5807076463130756,1,1.4654643370694465,0
CUST2591,-1.5514401670311366,0,-0.8022569189524249,-0.0157363767992499,0,1.4654643370694465,0
CUST3296,-1.5514401670311366,1,-0.6795055903900072,1.5807076463130756,0,-0.0168703808371272,0
CUST0287,0.5788768296009591,1,0.1637105680623534,-0.4148473825773313,1,1.2184085507516842,0
CUST1488,1.128636054538274,0,-1.4369122381054662,-1.2130693941334942,1,-0.5109819534726517,1
CUST2527,-0.5893615233908354,1,1.3696153038285612,-1.6121803999115756,0,1.7125201233872087,0
CUST0957,-0.0396022984535203,1,-0.4523176700041863,-0.4148473825773313,1,-0.7580377397904141,0
CUST0643,-1.3452804576796435,1,1.5458059107519482,0.7824856347569129,0,-1.499205098743701,0
CUST1632,-0.7955212327423286,0,0.3726689365312018,-0.0157363767992499,0,1.7125201233872087,0
CUST0386,1.3347957638897672,1,-1.5103415547056078,-1.6121803999115756,1,-0.2639261671548895,1
CUST3246,-0.1083222015706847,1,1.6982015573849565,0.7824856347569129,0,1.4654643370694465,0
CUST0308,-0.4519217171565066,0,-1.344060782079765,-1.2130693941334942,0,-0.5109819534726517,1
CUST1180,0.4414370233666302,1,0.5438052440134344,1.1815966405349942,0,1.4654643370694465,0
CUST2223,-1.0016809420938215,1,-1.3576051687844315,0.7824856347569129,0,0.230185405480635,0
CUST0560,0.4414370233666302,1,-0.8118544089024821,-0.4148473825773313,0,-0.2639261671548895,0
CUST1672,-0.9329610389766572,1,-0.0800883926216433,-0.8139583883554128,1,-0.2639261671548895,0
CUST1566,-0.0396022984535203,1,-0.7397596545143307,0.7824856347569129,1,1.7125201233872087,0
CUST2190,-0.0396022984535203,0,-1.6884630175952784,-0.4148473825773313,1,-1.499205098743701,0
CUST0665,0.3039972171323015,1,1.1920333448118228,-1.6121803999115756,0,-0.0168703808371272,0
CUST0109,-0.1770421046878491,0,0.1564982531294702,-1.6121803999115756,1,-1.499205098743701,0
CUST2966,-0.9329610389766572,0,-1.2172773719406962,1.5807076463130756,0,1.4654643370694465,0
CUST2125,-0.520641620273671,1,0.7520537389652667,1.5807076463130756,0,-0.2639261671548895,0
CUST0389,0.4414370233666302,0,-0.717810365368194,0.3833746289788314,0,-1.0050935261081764,0
CUST2294,1.128636054538274,0,0.3333987335698732,1.1815966405349942,0,-0.5109819534726517,0
CUST0852,0.9224763451867808,1,1.2541046851397073,-0.0157363767992499,0,0.4772411917983973,0
CUST0608,-0.0396022984535203,0,-0.7333707928611861,1.1815966405349942,0,-1.499205098743701,0
CUST0728,-0.9329610389766572,0,-1.0702199741556484,1.5807076463130756,0,0.230185405480635,0
CUST1964,-0.3832018140393422,0,-0.8459851276006144,1.1815966405349942,1,0.9713527644339218,0
CUST2228,0.3039972171323015,0,-0.3359835980355938,1.5807076463130756,1,0.230185405480635,0
CUST0150,-1.2078406514453148,1,0.0529844968781878,-1.2130693941334942,0,0.9713527644339218,0
CUST0884,1.6096753763584246,0,1.290989713083862,-0.0157363767992499,1,0.4772411917983973,0
CUST3112,0.9224763451867808,1,-0.7928865885278129,-0.0157363767992499,0,-0.5109819534726517,0
CUST1938,0.5101569264837946,0,-0.3930290338630047,1.1815966405349942,0,-0.7580377397904141,0
CUST0262,-0.4519217171565066,0,-0.7876051295612133,0.3833746289788314,0,0.230185405480635,0
CUST1886,-0.520641620273671,1,1.559094742990489,1.5807076463130756,1,-0.7580377397904141,0
CUST1697,-0.7268013296251641,1,0.0346839576095137,0.3833746289788314,0,-1.499205098743701,0
CUST0263,0.6475967327181235,1,0.6106185394349862,0.7824856347569129,0,0.9713527644339218,0
CUST0575,-0.0396022984535203,0,-1.7288974131245134,1.1815966405349942,1,-1.2521493124259386,0
CUST0309,-0.1770421046878491,0,-1.364249584903702,0.3833746289788314,1,1.4654643370694465,0
CUST1503,0.9911962483039451,0,-0.5258037764856892,0.7824856347569129,0,-0.0168703808371272,0
CUST3416,0.0978375077808084,0,0.6533813201000339,0.7824856347569129,0,0.4772411917983973,0
CUST3113,0.8537564420696165,1,0.172796949080159,-0.8139583883554128,0,1.4654643370694465,0
CUST0708,-0.0396022984535203,0,-1.193766361057124,-0.4148473825773313,0,-1.499205098743701,0
CUST1241,0.6475967327181235,0,-1.4665849511167377,-1.2130693941334942,0,-1.499205098743701,0
CUST1465,1.7471151825927536,1,-1.7756638804255316,1.1815966405349942,0,-1.0050935261081764,0
CUST2370,-1.1391207483281505,1,-0.6262366816731219,-1.6121803999115756,0,-0.0168703808371272,0
CUST3168,-0.4519217171565066,1,-1.371461899836585,-1.2130693941334942,0,-0.5109819534726517,1
CUST3077,0.029117604663644,1,-0.5575209252259669,-1.6121803999115756,0,0.7242969781161596,0
CUST0190,-0.1083222015706847,1,-0.140881960618899,0.7824856347569129,1,1.7125201233872087,0
CUST3450,-1.5514401670311366,0,-0.6724352501605273,0.3833746289788314,1,-0.7580377397904141,0
